LEVEL_3_CO,TOTAL,RELATIVE,RICHNESS,RANGE_MEAN,RANGE_MEDIAN,RANGE_AREA,ENDEMISM_T,ENDEMISM_R,BIEN_OCCUR,ENDEMIC_SEQ,GEN_DUP
TEN,2073,0.885140905209223,2342,30.7783945345858,26,7720322.23899231,15,0.00640478223740393,0.591801878736123,0.666666666666667,0.0819545260461144
IRQ,2227,0.722582738481506,3082,20.1430889033095,9,10608908.8310707,161,0.0522388059701493,0.225178455548345,0.15527950310559,0.0497140655418559
BZE,5523,0.50912610619469,10848,7.71644542772861,3,6414075.9912924,2882,0.265671091445428,0.740781710914454,0.299791811242193,0.026716474234882
BZC,4775,0.507762654189706,9404,8.6380263717567,5,7560920.80208741,1487,0.158124202467035,0.787218205019141,0.189643577673167,0.0260834817630795
NCS,2748,0.683582089552239,4020,23.2286069651741,12,11291317.6198259,343,0.0853233830845771,0.341044776119403,0.131195335276968,0.0552141635572139
TCS,3552,0.643828167482327,5517,18.7446075765815,6,9252438.36093892,705,0.12778684067428,0.519847743338771,0.156028368794326,0.0477996986586913
VIE,5680,0.537268255769958,10572,10.0403897086644,5,5089551.71284147,2343,0.221623155505108,0.250756715853197,0.134443021766965,0.037945900728339
MYA,5030,0.581234111393575,8654,11.7042985902473,6,6186724.86745898,925,0.106886988675757,0.149064016639704,0.0486486486486487,0.0424162598220476
WHM,3177,0.642207398423287,4947,18.5934910046493,8,10451292.4325328,471,0.0952092177077016,0.499090357792602,0.0530785562632696,0.0501724530018193
NCB,797,0.685296646603611,1163,22.9423903697334,15,9856655.11707653,55,0.0472914875322442,0.00257953568357696,0.0727272727272727,0.0517855223559759
IND,3621,0.496503496503497,7293,12.6901138077609,3,8294659.26969011,2785,0.381873028931852,0.258878376525435,0.220466786355476,0.0335810023310023
PER,7419,0.384842826019297,19278,6.07754953833385,2,4757910.93837535,7015,0.363886295258844,0.651882975412387,0.145687811831789,0.0201901941332088
PAN,4803,0.530366607773852,9056,10.40625,5,4733253.49050133,1471,0.162433745583039,0.676126325088339,0.146159075458872,0.0297946458149293
ARU,232,0.816901408450704,284,37.0598591549296,29,13711489.5423944,3,0.0105633802816901,0.105633802816901,0,0.0738611355633803
VNA,559,0.75235531628533,743,29.3956931359354,23,12490906.9937012,5,0.00672947510094213,0.277254374158816,0,0.0617534488559892
VEN,6181,0.41168242973225,15014,8.40255761289463,4,5870478.79298388,3371,0.22452377780738,0.664912748101772,0.0667457727677247,0.0232652649194086
CLM,8517,0.371305257651059,22938,6.33969831720289,3,4479188.92546604,7149,0.311666230708867,0.63248757520272,0.0995943488599804,0.0194818641555497
CUB,2521,0.45374370050396,5556,11.9591432685385,2,4466567.47349532,2717,0.489020878329734,0.497660187185025,0.189179241810821,0.029392492350612
COS,5236,0.55524920466596,9430,10.8425238600212,6,4659374.04308377,1605,0.170201484623542,0.694485683987275,0.204361370716511,0.0302715734358431
ELS,2251,0.701027717222049,3211,18.5562130177515,12,7059892.67487699,39,0.0121457489878543,0.703207723450638,0.0769230769230769,0.0453567813765182
GUA,4361,0.578075291622481,7544,13.1855779427359,8,4983798.75866251,670,0.0888123011664899,0.647136797454931,0.0701492537313433,0.0333719263653234
HON,3911,0.650857047761691,6009,15.8643701114994,10,6256143.23049592,211,0.0351139956731569,0.63721085039108,0.127962085308057,0.0392978240971876
NIC,3645,0.692439209726444,5264,16.6419072948328,11,6935986.2918826,71,0.0134878419452888,0.740881458966565,0.126760563380282,0.0411937215045593
DOM,1973,0.556401579244219,3546,16.4379582628314,5,6099999.2106176,541,0.152566271855612,0.576706147772138,0.177449168207024,0.0373131697687535
HAI,1735,0.520083932853717,3336,15.8732014388489,4,5797062.71884592,586,0.175659472422062,0.330935251798561,0.0853242320819113,0.0359384367505995
CHH,2249,0.69758064516129,3224,16.2726426799007,8,8088241.08920906,416,0.129032258064516,0.53939205955335,0.310096153846154,0.0560033149813896
LAO,3065,0.651157850010622,4707,12.8910133843212,8,6360317.53471426,295,0.0626726152538772,0.186530698958997,0.172881355932203,0.0469662869131081
THA,5625,0.558146457630482,10078,10.012403254614,5,4934182.31545049,1714,0.170073427267315,0.295991268108752,0.253208868144691,0.0353895862274261
TUR,5596,0.569104037424997,9833,12.1561069866775,3,5844893.31504627,3425,0.348316892098037,0.411776670395607,0.277372262773723,0.0351407568900641
PHI,2900,0.353917500610203,8194,8.65255064681474,1,3923504.72301074,4528,0.552599463021723,0.215279472784965,0.114840989399293,0.0237387875274591
GAL,326,0.682008368200837,478,27.2322175732218,13,11315942.095272,159,0.332635983263598,0.49581589958159,0.415094339622642,0.0512388859832636
NWG,2781,0.230329633924134,12074,5.25310584727514,1,2811401.70188918,8472,0.701673016398874,0.481613384131191,0.0813267233238905,0.0134069074043399
ECU,6532,0.392170989433237,16656,6.38652737752161,2,3990533.86175612,5300,0.318203650336215,0.576188760806916,0.147547169811321,0.0207362399435639
ASS,3509,0.610791993037424,5745,14.1096605744125,8,7270789.77789904,445,0.0774586597040905,0.0734551784160139,0.0764044943820225,0.0463500870322019
BAN,2710,0.681418154387729,3977,18.9273321599195,11,9628899.12773447,38,0.00955494091023384,0.104852904199145,0,0.0522025081719889
EHM,4191,0.609334108752544,6878,12.5881070078511,6,6672009.1503722,601,0.0873800523407967,0.207909275952312,0.0599001663893511,0.0451416654550741
JAW,2549,0.527197518097208,4835,14.0130299896587,7,6404499.36727198,814,0.168355739400207,0.184281282316443,0.0798525798525798,0.0366937047569804
LSI,1609,0.598809080759211,2687,18.4491998511351,10,8524496.95842203,328,0.122069222180871,0.252326014142166,0.0426829268292683,0.0458864439895795
ALG,2672,0.752464094621233,3551,22.4793016051816,14,11473777.807198,196,0.0551957195156294,0.404393128696142,0.214285714285714,0.0559261475640665
TAI,2631,0.727599557522124,3616,16.9529867256637,7,8333789.02428927,805,0.222621681415929,0.688606194690266,0.408695652173913,0.061823752074115
GRC,3675,0.703080160704037,5227,20.6095274536063,11,8618494.99575091,836,0.159938779414578,0.702888846374593,0.295454545454545,0.0521182083413048
EAI,1650,0.791746641074856,2084,25.8066218809981,19,10675685.8555854,64,0.0307101727447217,0.642514395393474,0.15625,0.0614465870921305
IRN,5051,0.628155702027111,8041,12.8804875015545,3,7540718.4801766,2578,0.320606889690337,0.359159308543713,0.377812257564003,0.036148722173859
LBS,2742,0.710915219082188,3857,19.6087632875292,10,9222377.96197563,308,0.0798548094373866,0.587243971998963,0.178571428571429,0.0513656177080633
BZS,4193,0.529352354500694,7921,8.48226234061356,4,5696077.18707739,1313,0.165761898750158,0.650801666456255,0.209444021325209,0.0289193678197197
AGE,3043,0.601145792177005,5062,11.7058474911102,5,7314592.64829316,243,0.0480047412090083,0.776372975108653,0.181069958847737,0.0349093120308179
PAR,2858,0.564153178049743,5066,11.6869324911173,6,7724280.10768654,404,0.079747335175681,0.766285037504935,0.0841584158415842,0.031276216442953
KGZ,2267,0.583526383526384,3885,17.1760617760618,6,10791435.5090656,361,0.0929214929214929,0.0944658944658945,0.157894736842105,0.0423906048906049
AUT,2433,0.658457374830853,3695,25.7810554803789,16,11256123.3802815,228,0.0617050067658999,0.702571041948579,0.0789473684210526,0.0565734945872801
BGM,1372,0.721345951629863,1902,36.2996845425868,31,15386396.9138538,24,0.0126182965299685,0.73186119873817,0.0416666666666667,0.0727605809674027
CZE,2211,0.624223602484472,3542,26.6324110671937,17,11713821.4435234,246,0.0694522868435912,0.511857707509881,0.024390243902439,0.0545044289949181
GER,2277,0.558361942128494,4078,23.6844041196665,13,10162169.8649461,297,0.0728298185384993,0.749877390877881,0.0168350168350168,0.0486873160863168
HUN,1860,0.75487012987013,2464,33.3299512987013,27,14673132.0218263,113,0.0458603896103896,0.405844155844156,0.00884955752212389,0.0697576349431818
NET,1207,0.675811870100784,1786,36.4837625979843,31,15616210.7797928,53,0.0296752519596865,0.696528555431131,0,0.0701287793952968
POL,1901,0.680386542591267,2794,31.1241947029349,23,13911355.9484001,56,0.0200429491768074,0.540801717967072,0.0178571428571429,0.0626901395848246
SWI,2164,0.66605109264389,3249,27.352108341028,18,11828560.8423915,160,0.0492459218220991,0.582948599569098,0.00625,0.0599102608494922
FRA,3731,0.60676532769556,6149,19.8263132216621,10,8520607.01590015,520,0.0845665961945032,0.64660920474874,0.103846153846154,0.0480807346723044
POR,2124,0.817551963048499,2598,27.5230946882217,20,11751852.6605735,115,0.0442648190916089,0.784449576597383,0.339130434782609,0.0680721949576597
SPA,4243,0.649571341090018,6532,17.2258113900796,6,7654575.02229026,1597,0.244488671157379,0.785058175137783,0.273638071383845,0.0470819140385793
BZN,5878,0.458395071356157,12823,7.94275910473368,4,8055967.18751852,1847,0.144038056617016,0.721204086407237,0.141851651326475,0.0238737278717929
ARI,2701,0.771934838525293,3499,17.4901400400114,7,6814131.36419834,156,0.0445841669048299,0.7710774507002,0.301282051282051,0.0530575700200057
MOL,1306,0.496955859969559,2628,14.0589802130898,6,5959628.57696347,564,0.214611872146119,0.0996955859969559,0.0567375886524823,0.035150304414003
PUE,1512,0.74888558692422,2019,24.2823179791976,18,9268299.57002476,219,0.108469539375929,0.596334819217434,0.511415525114155,0.0531706599801882
DEN,1118,0.638492290119931,1751,35.730439748715,29,15670012.5411136,61,0.0348372358652199,0.762421473443746,0,0.0667564962878355
GRB,1394,0.481519861830743,2895,24.0725388601036,11,10364471.2189603,630,0.217616580310881,0.632815198618307,0.0285714285714286,0.046875
IRE,898,0.658357771260997,1364,36.4398826979472,28,15596760.4494795,23,0.0168621700879765,0.508064516129032,0,0.0701864919354839
NOR,1241,0.628672745694022,1974,33.2847011144883,25,16250746.750998,141,0.0714285714285714,0.672239108409321,0.0212765957446809,0.0643403305471125
SWE,1435,0.394555952708276,3637,21.0236458619742,6,10008620.4871185,1238,0.340390431674457,0.562001649711301,0.00323101777059774,0.0391162015397305
ERI,1304,0.715304443225453,1823,26.7580910586945,19,16475246.6483269,21,0.0115194733955019,0.0554031815688426,0,0.0503548409215579
ETH,2935,0.590187009853207,4973,18.1610697767947,10,11497230.0675126,518,0.10416247737784,0.398351095917957,0.196911196911197,0.0354131057711643
SOM,1712,0.551901998710509,3102,15.3127014829142,5,9519909.87461315,684,0.220502901353965,0.299806576402321,0.197368421052632,0.032975197453256
SUD,2581,0.664179104477612,3886,23.905815748842,18,15527888.7111709,67,0.0172413793103448,0.120432321152856,0.0298507462686567,0.0414267563046835
SAU,1534,0.751224289911851,2042,25.2644466209598,16,15401065.3947258,87,0.0426052889324192,0.266895200783546,0.126436781609195,0.0539873592066601
YEM,1373,0.67970297029703,2020,24.7990099009901,14,14781619.3161683,196,0.097029702970297,0.416336633663366,0.224489795918367,0.0472965655940594
ORE,2659,0.837744171392565,3174,18.5680529300567,7,7669702.69162256,108,0.0340264650283554,0.837114051669817,0.37962962962963,0.0601444352551985
GUY,3249,0.548817567567568,5920,12.2881756756757,7,8386595.06413851,393,0.0663851351351351,0.730067567567568,0.127226463104326,0.0325709987331081
NZN,941,0.737460815047022,1276,5.70062695924765,2,2148469.28449843,296,0.231974921630094,0.808777429467085,0.547297297297297,0.0352542123824451
ABT,1462,0.94201030927835,1552,34.6237113402062,23,16285964.2186082,2,0.00128865979381443,0.82409793814433,0,0.0849559036726804
MAN,1213,0.944704049844237,1284,43.6129283489097,36,18781168.2028894,3,0.00233644859813084,0.773364485981308,0,0.10133128894081
SAS,1135,0.939569536423841,1208,41.898178807947,33,18058583.7445861,4,0.0033112582781457,0.64817880794702,0.5,0.0951598716887417
ONT,1877,0.920549288867092,2039,39.4095144678764,33,14371865.4433938,5,0.00245218244237371,0.774399215301618,0,0.0939224190779794
QUE,1626,0.892915980230643,1821,39.5892366831411,34,15848620.1845964,32,0.0175727622185612,0.801757276221856,0.21875,0.0898716364634816
COL,2226,0.831838565022421,2676,23.7742899850523,12,9672233.69379671,101,0.0377428998505232,0.834080717488789,0.455445544554455,0.0642224869207773
WYO,1926,0.871887732005432,2209,26.2444545043006,14,10894591.7277048,37,0.0167496604798551,0.65142598460842,0.378378378378378,0.0715114305115437
ILL,1954,0.892645043398812,2189,36.4202832343536,30,10492659.6152307,6,0.00274097761534947,0.709456372772956,0,0.0886106669712197
IOW,1404,0.929185969556585,1511,41.1389808074123,35,12514206.8223428,2,0.00132362673726009,0.57445400397088,0,0.0959474272005295
KAN,1506,0.89112426035503,1690,33.2502958579882,27,9578733.49485207,2,0.00118343195266272,0.840236686390533,0.5,0.083801775147929
MIN,1646,0.941647597254005,1748,41.6224256292906,35,14103652.6279519,2,0.0011441647597254,0.621281464530893,0.5,0.0946617562929062
MSO,1799,0.880999020568071,2042,33.7668952007835,28,9155127.91715965,16,0.00783545543584721,0.842311459353575,0,0.0846787769343781
NEB,1317,0.928772919605078,1418,38.9724964739069,32,12731049.2013822,2,0.00141043723554302,0.665726375176305,0,0.0946811089562764
OKL,1918,0.869446962828649,2206,28.8155031731641,23,7957533.92960109,7,0.00317316409791478,0.592475067996374,0.142857142857143,0.077576070942883
SDA,1295,0.939086294416244,1379,39.3299492385787,32,14153449.093256,1,0.000725163161711385,0.641769398114576,0,0.094973712835388
WIS,1659,0.929411764705882,1785,40.8582633053221,34,13159462.0889468,2,0.00112044817927171,0.692436974789916,0,0.0964241946778712
MIC,1720,0.92274678111588,1864,40.4517167381974,33,12864128.7968401,12,0.00643776824034335,0.690450643776824,0,0.094575677306867
PEN,1855,0.908423114593536,2042,38.4843290891283,31,10950912.0394172,3,0.00146914789422135,0.574436826640549,0,0.0910259549461312
